4.4032168388,51.2339553833,0,0,0
4.4030117989,51.2320899963,0,0,0
4.4090914726,51.2355995178,0,0,0
4.4030051231,51.2314643860,0,0,0
4.4108166695,51.2309036255,0,0,0
4.4020099640,51.2295837402,0,0,0
4.4124531746,51.2309455872,0,0,0
4.4020385742,51.2289276123,0,0,0
4.4126300812,51.2305870056,0,0,0
4.4125552177,51.2303924561,0,0,0
4.3988466263,51.2238502502,0,0,0
4.4125933647,51.2303085327,0,0,0
4.3961281776,51.2197608948,0,0,0
4.4141101837,51.2263603210,0,0,0
4.3929548264,51.2152175903,0,0,0
4.4141249657,51.2263793945,0,0,0
4.3901715279,51.2123870850,0,0,0
4.3898801804,51.2107276917,0,0,0
4.4158167839,51.2219314575,0,0,0
4.3898668289,51.2107009888,0,0,0
4.4180684090,51.2218132019,0,0,0
4.3889951706,51.2100181580,0,0,0
4.4175682068,51.2203216553,0,0,0
4.3890132904,51.2099723816,0,0,0
4.3890252113,51.2099494934,0,0,0
4.4169535637,51.2187385559,0,0,0
4.3890218735,51.2099533081,0,0,0
4.4168634415,51.2183113098,0,0,0
4.3889651299,51.2099151611,0,0,0
4.4163732529,51.2174110413,0,0,0
4.3900198937,51.2090568542,0,0,0
4.4163732529,51.2174110413,0,0,0
4.3887801170,51.2079811096,0,0,0
4.4163732529,51.2174110413,0,0,0
4.3874382973,51.2062988281,0,0,0
4.3874382973,51.2062988281,0,0,0
4.4163165093,51.2173881531,0,0,0
4.3874382973,51.2062988281,0,0,0
4.3874382973,51.2062988281,0,0,0
4.4163417816,51.2173614502,0,0,0
4.3872752190,51.2062911987,0,0,0
4.4163584709,51.2173500061,0,0,0
4.3886098862,51.2046470642,0,0,0
4.4163818359,51.2173576355,0,0,0
4.3880133629,51.2040748596,0,0,0
4.4163398743,51.2173576355,0,0,0
4.3880968094,51.2041854858,0,0,0
4.4163732529,51.2173156738,0,0,0
4.3880767822,51.2040290833,0,0,0
4.4157133102,51.2153282166,0,0,0
4.3874917030,51.2047767639,0,0,0
4.3890099526,51.2040596008,0,0,0
4.4105200768,51.2113800049,0,0,0
4.3897266388,51.2025718689,0,0,0
4.4113650322,51.2108650208,0,0,0
4.3898615837,51.1998558044,0,0,0
4.4126501083,51.2106552124,0,0,0
4.3897867203,51.1988677979,0,0,0
4.4126501083,51.2106552124,0,0,0
4.4127683640,51.2095756531,0,0,0
4.4033350945,51.1940612793,0,0,0
4.4144501686,51.2100410461,0,0,0
4.4148015976,51.2103614807,0,0,0
4.4051032066,51.1946258545,0,0,0
4.4149365425,51.2103462219,0,0,0
4.4049000740,51.1946640015,0,0,0
4.4159898758,51.2102508545,0,0,0
4.4048581123,51.1945381165,0,0,0
4.4172048569,51.2101783752,0,0,0
4.4050102234,51.1942634583,0,0,0
4.4176464081,51.2102470398,0,0,0
4.4054765701,51.1964988708,0,0,0
4.4162383080,51.2141685486,0,0,0
4.4057784081,51.1966857910,0,0,0
4.4174752235,51.2144432068,0,0,0
4.4174752235,51.2144432068,0,0,0
4.4086399078,51.1960716248,0,0,0
4.4174752235,51.2144432068,0,0,0
4.4082617760,51.1964149475,0,0,0
4.4174752235,51.2144432068,0,0,0
4.4081048966,51.1968078613,0,0,0
4.4186501503,51.2167549133,0,0,0
4.4201183319,51.2156982422,0,0,0
4.4201269150,51.2157058716,0,0,0
4.4201316834,51.2157135010,0,0,0
4.4201316834,51.2157135010,0,0,0
4.4201931953,51.2157707214,0,0,0
4.3941850662,51.2025718689,0,0,0
4.4202933312,51.2158317566,0,0,0
4.3918385506,51.2029609680,0,0,0
4.4203567505,51.2158546448,0,0,0
4.3918385506,51.2029609680,0,0,0
4.4204034805,51.2158927917,0,0,0
4.3918232918,51.2029571533,0,0,0
4.4036531448,51.2329635620,0,0,0
4.4207282066,51.2147750854,0,0,0
4.3917398453,51.2029495239,0,0,0
4.4049768448,51.2326660156,0,0,0
4.3916549683,51.2029380798,0,0,0
4.4050102234,51.2323684692,0,0,0
4.4180049896,51.2126846313,0,0,0
4.3913168907,51.2012023926,0,0,0
4.4049882889,51.2323684692,0,0,0
4.3901047707,51.1992340088,0,0,0
4.4180102348,51.2126770020,0,0,0
4.3902268410,51.2022018433,0,0,0
4.4049582481,51.2323684692,0,0,0
4.3890132904,51.2042312622,0,0,0
4.4049849510,51.2323226929,0,0,0
4.4185800552,51.2121505737,0,0,0
4.3903765678,51.2048301697,0,0,0
4.4024901390,51.2309608459,0,0,0
4.4185800552,51.2121505737,0,0,0
4.3907752037,51.2049140930,0,0,0
4.4017915726,51.2307701111,0,0,0
4.4198050499,51.2122573853,0,0,0
4.3919334412,51.2046012878,0,0,0
4.4015984535,51.2296981812,0,0,0
4.4198184013,51.2122650146,0,0,0
4.4016733170,51.2297782898,0,0,0
4.4210667610,51.2126998901,0,0,0
4.3981781006,51.2063980103,0,0,0
4.4016866684,51.2296447754,0,0,0
4.4182500839,51.2129898071,0,0,0
4.3981733322,51.2069702148,0,0,0
4.4018917084,51.2290039062,0,0,0
4.4168066979,51.2132453918,0,0,0
4.3979568481,51.2070121765,0,0,0
4.4002332687,51.2272415161,0,0,0
4.3995699883,51.2095298767,0,0,0
4.4006433487,51.2270507812,0,0,0
4.4166264534,51.2138404846,0,0,0
4.4019918442,51.2096138000,0,0,0
4.4006433487,51.2270507812,0,0,0
4.4009366036,51.2269935608,0,0,0
4.4161868095,51.2147216797,0,0,0
4.4024434090,51.2092895508,0,0,0
4.3986568451,51.2235221863,0,0,0
4.4045400620,51.2094230652,0,0,0
4.3991551399,51.2239074707,0,0,0
4.4155683518,51.2152481079,0,0,0
4.4093799591,51.2120819092,0,0,0
4.3992381096,51.2243385315,0,0,0
4.4155683518,51.2152481079,0,0,0
4.4110264778,51.2131500244,0,0,0
4.3996181488,51.2250137329,0,0,0
4.3997998238,51.2253150940,0,0,0
4.4107718468,51.2116699219,0,0,0
4.4005618095,51.2258338928,0,0,0
4.4005618095,51.2258338928,0,0,0
4.4150547981,51.2153739929,0,0,0
4.4127798080,51.2107505798,0,0,0
4.4005618095,51.2258338928,0,0,0
4.4157567024,51.2155494690,0,0,0
4.4005599022,51.2258338928,0,0,0
4.4173650742,51.2101821899,0,0,0
4.4157433510,51.2154960632,0,0,0
4.4005618095,51.2258377075,0,0,0
4.4219083786,51.2105827332,0,0,0
4.4157500267,51.2154922485,0,0,0
4.4005699158,51.2258338928,0,0,0
4.4211816788,51.2129364014,0,0,0
4.4156751633,51.2154884338,0,0,0
4.4005732536,51.2258453369,0,0,0
4.4221549034,51.2132453918,0,0,0
4.4156751633,51.2154846191,0,0,0
4.4005751610,51.2258491516,0,0,0
4.4221549034,51.2132453918,0,0,0
4.4161000252,51.2163925171,0,0,0
4.4005784988,51.2258605957,0,0,0
4.4221515656,51.2132453918,0,0,0
4.4166364670,51.2175674438,0,0,0
4.4005651474,51.2258720398,0,0,0
4.4174799919,51.2194404602,0,0,0
4.4006867409,51.2265663147,0,0,0
4.4203915596,51.2152786255,0,0,0
4.4192900658,51.2181053162,0,0,0
4.4012351036,51.2268791199,0,0,0
4.4197001457,51.2171401978,0,0,0
